0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
978471, 21203, 30071, 26606, 978891, 32043, 38787, 43784, 979310, 23240, 30367, 40057
984470, 21205, 30068, 26601, 984890, 32043, 38788, 43785, 985309, 23238, 30365, 40062
990470, 21204, 30069, 26605, 990890, 32044, 38789, 43792, 991309, 23241, 30365, 40058
996470, 21202, 30065, 26607, 996890, 32043, 38791, 43791, 997309, 23240, 30365, 40060
1002470, 21206, 30068, 26608, 1002890, 32045, 38788, 43791, 1003309, 23240, 30367, 40057
1008471, 21202, 30068, 26607, 1008890, 32044, 38790, 43791, 1009310, 23241, 30363, 40060
1014470, 21202, 30067, 26608, 1014890, 32044, 38787, 43788, 1015310, 23240, 30367, 40064
1020470, 21202, 30072, 26607, 1020889, 32041, 38789, 43788, 1021309, 23238, 30366, 40057
1026470, 21201, 30068, 26610, 1026890, 32039, 38791, 43790, 1027310, 23238, 30372, 40060
1032470, 21201, 30068, 26600, 1032890, 32041, 38787, 43789, 1033309, 23238, 30363, 40059
1038470, 21202, 30073, 26605, 1038890, 32043, 38787, 43791, 1039310, 23242, 30367, 40058
1044470, 21198, 30069, 26610, 1044890, 32043, 38786, 43790, 1045309, 23239, 30363, 40060
1050469, 21200, 30068, 26604, 1050889, 32046, 38789, 43787, 1051308, 23241, 30367, 40061
1056469, 21201, 30067, 26609, 1056889, 32045, 38790, 43787, 1057308, 23242, 30366, 40060
1062468, 21202, 30069, 26607, 1062888, 32044, 38788, 43790, 1063307, 23238, 30366, 40061
1068469, 21204, 30070, 26605, 1068888, 32045, 38788, 43793, 1069307, 23241, 30363, 40060
1074469, 21204, 30070, 26609, 1074888, 32042, 38787, 43789, 1075307, 23237, 30365, 40060
1080469, 21200, 30066, 26610, 1080888, 32044, 38786, 43790, 1081307, 23239, 30365, 40062
1086469, 21202, 30071, 26606, 1086888, 32044, 38786, 43789, 1087308, 23240, 30366, 40065
1092469, 21202, 30067, 26605, 1092888, 32044, 38787, 43789, 1093307, 23237, 30367, 40065
1098469, 21202, 30068, 26604, 1098888, 32045, 38787, 43792, 1099307, 23241, 30363, 40061
1104469, 21203, 30066, 26605, 1104888, 32043, 38789, 43796, 1105307, 23240, 30368, 40059
1110469, 21200, 30067, 26609, 1110888, 32044, 38787, 43790, 1111307, 23237, 30365, 40060
1116468, 21202, 30069, 26610, 1116887, 32045, 38791, 43791, 1117306, 23237, 30364, 40062
1122468, 21202, 30068, 26609, 1122887, 32042, 38790, 43791, 1123307, 23240, 30367, 40060
1128468, 21200, 30067, 26605, 1128887, 32043, 38788, 43791, 1129306, 23239, 30367, 40061
1134468, 21201, 30072, 26608, 1134887, 32044, 38790, 43787, 1135307, 23241, 30369, 40062
1140468, 21203, 30070, 26606, 1140887, 32044, 38790, 43791, 1141306, 23238, 30366, 40060
1146468, 21199, 30064, 26606, 1146887, 32045, 38786, 43790, 1147306, 23240, 30367, 40061
1152468, 21202, 30068, 26608, 1152887, 32044, 38787, 43796, 1153306, 23241, 30366, 40060
1158468, 21204, 30067, 26607, 1158887, 32042, 38790, 43796, 1159306, 23236, 30366, 40058
1164468, 21201, 30065, 26604, 1164887, 32043, 38790, 43792, 1165306, 23239, 30368, 40054
1170468, 21203, 30069, 26605, 1170887, 32044, 38787, 43793, 1171306, 23239, 30369, 40060
1176467, 21200, 30068, 26600, 1176887, 32042, 38790, 43796, 1177306, 23235, 30364, 40059
1182467, 21202, 30069, 26607, 1182886, 32043, 38789, 43787, 1183306, 23239, 30366, 40063
1188467, 21202, 30072, 26604, 1188886, 32042, 38790, 43791, 1189305, 23236, 30368, 40064
