5.819151,0.025244,0.651782,
-10.027694,0.064355,-0.645337,25.482628,0.025293,0.644531,
-10.000381,0.064209,-0.642114,26.127716,0.024854,0.649365,
-10.185340,0.064941,-0.661450,26.194567,0.025098,0.657422,
-10.060367,0.064307,-0.646948,25.777248,0.025098,0.646948,
-10.065252,0.064355,-0.647754,25.891815,0.025049,0.648560,
-10.053314,0.064111,-0.644531,26.315210,0.024707,0.650171,
-10.208364,0.064795,-0.661450,25.769310,0.025293,0.651782,
-10.025002,0.064453,-0.646143,25.546339,0.025293,0.646143,
-39.226078,0.044385,-1.741040,16.682518,0.022070,0.368188,
-10.771890,0.063574,-0.684814,25.706297,0.024854,0.638892,
-10.156722,0.064648,-0.656616,25.592493,0.025342,0.648560,
-10.002657,0.064355,-0.643726,25.240877,0.025439,0.642114,
25.942383,0.025000,0.648560,,
-10.065880,0.064111,-0.645337,26.399988,0.024658,0.650976,
-10.216063,0.064746,-0.661450,25.819151,0.025244,0.651782,
-10.027694,0.064355,-0.645337,25.482628,0.025293,0.644531,
-10.000381,0.064209,-0.642114,26.127716,0.024854,0.649365,
-10.185340,0.064941,-0.661450,26.194567,0.025098,0.657422,
-10.060367,0.064307,-0.646948,25.777248,0.025098,0.646948,
-10.065252,0.064355,-0.647754,25.891815,0.025049,0.648560,
-10.053314,0.064111,-0.644531,26.315210,0.024707,0.650171,
-10.208364,0.064795,-0.661450,25.769310,0.025293,0.651782,
-10.025002,0.064453,-0.646143,25.546339,0.025293,0.646143,
-39.226078,0.044385,-1.741040,16.682518,0.022070,0.368188,
-10.771890,0.063574,-0.684814,25.706297,0.024854,0.638892,
-10.156722,0.064648,-0.656616,25.592493,0.025342,0.648560,
-10.002657,0.064355,-0.643726,25.240877,0.025439,0.642114,
25.942383,0.025000,0.648560,,
-10.065880,0.064111,-0.645337,26.399988,0.024658,0.650976,
-10.216063,0.064746,-0.661450,25.819151,0.025244,0.651782,
-10.027694,0.064355,-0.645337,25.482628,0.025293,0.644531,
-10.000381,0.064209,-0.642114,26.127716,0.024854,0.649365,
-10.185340,0.064941,-0.661450,26.194567,0.025098,0.657422,
-10.060367,0.064307,-0.646948,25.777248,0.025098,0.646948,
-10.065252,0.064355,-0.647754,25.891815,0.025049,0.648560,
-10.053314,0.064111,-0.644531,26.315210,0.024707,0.650171,
-10.208364,0.064795,-0.661450,25.769310,0.025293,0.651782,
-10.025002,0.064453,-0.646143,25.546339,0.025293,0.646143,
-39.226078,0.044385,-1.741040,16.682518,0.022070,0.368188,
-10.771890,0.063574,-0.684814,25.706297,0.024854,0.638892,
-10.156722,0.064648,-0.656616,25.592493,0.025342,0.648560,
-10.002657,0.064355,-0.643726,25.240877,0.025439,0.642114,
25.942383,0.025000,0.648560,,
-10.065880,0.064111,-0.645337,26.399988,0.024658,0.650976,
-10.216063,0.064746,-0.661450,25.819151,0.025244,0.651782,
-10.027694,0.064355,-0.645337,25.482628,0.025293,0.644531,
-10.000381,0.064209,-0.642114,26.127716,0.024854,0.649365,
-10.185340,0.064941,-0.661450,26.194567,0.025098,0.657422,
-10.060367,0.064307,-0.646948,25.777248,0.025098,0.646948,
-10.065252,0.064355,-0.647754,25.891815,0.025049,0.648560,
-10.053314,0.064111,-0.644531,26.315210,0.024707,0.650171,
-10.208364,0.064795,-0.661450,25.769310,0.025293,0.651782,
-10.025002,0.064453,-0.646143,25.546339,0.025293,0.646143,
-39.226078,0.044385,-1.741040,16.682518,0.022070,0.368188,
-10.771890,0.063574,-0.684814,25.706297,0.024854,0.638892,
-10.156722,0.064648,-0.656616,25.592493,0.025342,0.648560,
-10.002657,0.064355,-0.643726,25.240877,0.025439,0.642114,
25.942383,0.025000,0.648560,,
-10.065880,0.064111,-0.645337,26.399988,0.024658,0.650976,
-10.216063,0.064746,-0.661450,25.819151,0.025244,0.651782,
-10.027694,0.064355,-0.645337,25.482628,0.025293,0.644531,
-10.000381,0.064209,-0.642114,26.127716,0.024854,0.649365,
-10.185340,0.064941,-0.661450,26.194567,0.025098,0.657422,
-10.060367,0.064307,-0.646948,25.777248,0.025098,0.646948,
-10.065252,0.064355,-0.647754,25.891815,0.025049,0.648560,
-10.053314,0.064111,-0.644531,26.315210,0.024707,0.650171,
-10.208364,0.064795,-0.661450,25.769310,0.025293,0.651782,
-10.025002,0.064453,-0.646143,25.546339,0.025293,0.646143,
-39.226078,0.044385,-1.741040,16.682518,0.022070,0.368188,
-10.771890,0.063574,-0.684814,25.706297,0.024854,0.638892,
-10.156722,0.064648,-0.656616,25.592493,0.025342,0.648560,
-10.002657,0.064355,-0.643726,25.240877,0.025439,0.642114,
25.942383,0.025000,0.648560,,
-10.065880,0.064111,-0.645337,26.399988,0.024658,0.650976,
-10.216063,0.064746,-0.661450,25.819151,0.025244,0.651782,
-10.027694,0.064355,-0.645337,25.482628,0.025293,0.644531,
-10.000381,0.064209,-0.642114,26.127716,0.024854,0.649365,
-10.185340,0.064941,-0.661450,26.194567,0.025098,0.657422,
-10.060367,0.064307,-0.646948,25.777248,0.025098,0.646948,
