0.286236, -0.599414
0.286236, -0.602637
0.281644, -0.605859
0.281644, -0.607471
0.281644, -0.609082
0.277052, -0.609082
0.277052, -0.609082
0.281644, -0.607471
0.281644, -0.605859
0.286236, -0.602637
0.286236, -0.599414
0.290828, -0.597803
0.295420, -0.596191
0.295420, -0.594580
0.300013, -0.591358
0.300013, -0.591358
0.300013, -0.591358
0.300013, -0.592969
0.300013, -0.592969
0.300013, -0.592969
0.295420, -0.594580
0.295420, -0.596191
0.290828, -0.597803
0.290828, -0.601025
0.286236, -0.602637
0.286236, -0.604248
0.281644, -0.607471
0.281644, -0.609082
0.281644, -0.610693
0.281644, -0.610693
0.281644, -0.610693
0.281644, -0.610693
-8.195715, -2.964844
-6.978759, -2.628076
-5.761804, -2.291309
-4.544848, -1.954541
-3.327892, -1.617773
-2.110937, -1.279394
-0.893981, -0.941016
0.322975, -0.602637
0.327567, -0.601025
0.332159, -0.597803
0.332159, -0.596191
0.332159, -0.594580
0.336751, -0.594580
0.336751, -0.594580
0.332159, -0.597803
0.332159, -0.599414
0.332159, -0.602637
0.327567, -0.604248
0.327567, -0.605859
0.322975, -0.607471
0.322975, -0.609082
0.318382, -0.610693
0.318382, -0.607471
0.322975, -0.605859
0.322975, -0.602637
0.322975, -0.601025
0.322975, -0.597803
0.327567, -0.596191
0.327567, -0.594580
0.332159, -0.592969
0.332159, -0.592969
0.332159, -0.592969
0.332159, -0.592969
0.332159, -0.594580
0.332159, -0.594580
0.332159, -0.594580
0.332159, -0.596191
0.332159, -0.596191
0.332159, -0.597803
0.332159, -0.599414
0.327567, -0.601025
0.327567, -0.602637
0.322975, -0.605859
0.322975, -0.607471
0.322975, -0.607471
0.318382, -0.609082
0.318382, -0.609082
0.318382, -0.609082
0.318382, -0.609082
0.318382, -0.609082
0.318382, -0.609082
0.313790, -0.609082
0.318382, -0.607471
0.318382, -0.605859
0.318382, -0.602637
0.322975, -0.601025
0.322975, -0.597803
0.327567, -0.596191
0.327567, -0.594580
0.327567, -0.592969
0.332159, -0.592969
0.332159, -0.592969
0.332159, -0.592969
0.332159, -0.594580
-8.448291, -2.871387
-7.483911, -2.442773
-6.519531, -2.012549
-5.559743, -1.583935
-4.595363, -1.153711
-3.630983, -0.725098
-2.671196, -0.294873
-1.706816, 0.135352
-1.706816, 0.135352
-1.706816, 0.135352
-1.706816, 0.135352
-1.706816, 0.135352
-1.706816, 0.135352
-1.711408, 0.133740
-1.716000, 0.133740
-1.720592, 0.132129
-1.720592, 0.130518
-1.729777, 0.130518
-1.734370, 0.128906
-1.738962, 0.128906
-1.743554, 0.127295
-1.743554, 0.127295
-1.738962, 0.127295
-1.743554, 0.127295
-1.738962, 0.127295
