-2.808964,-0.045117,2021.556641,
-2.813557,-0.043506,2101.130127,
-2.831926,-0.029004,3189.102051,
-3.745790,-0.657422,155.024002,
-3.741198,-0.649365,157.123428,
-3.704460,-0.665479,150.698151,
-2.772226,-0.041894,2150.663574,
-2.776818,-0.041894,2154.280762,
-2.790595,-0.025781,3538.968750,
-2.772226,-0.029004,3121.177002,
-1.844584,0.641308,-127.917320,
-1.862954,0.644531,-128.383240,
-1.867546,0.641308,-129.098846,
-2.786003,-0.041894,2161.515381,
-2.795187,-0.041894,2168.750244,
-2.808964,-0.025781,3562.480713,
-3.736606,-0.649365,156.890045,
-3.722829,-0.654199,154.791977,
-3.713645,-0.650976,155.256073,
-2.763041,-0.041894,2143.428955,
-2.758449,-0.041894,2139.811768,
-2.767634,-0.029004,3115.952393,

