-2.960509,-0.041894,2298.973145,
-2.055830,0.655811,-136.448135,
-2.042052,0.638086,-138.609161,
-2.051237,0.638086,-139.084167,
-2.997248,-0.029004,3377.202393,
-2.997248,-0.025781,3803.484863,
-2.978879,-0.045117,2145.837158,
-3.001840,-0.029004,3382.427002,
-3.897336,-0.665479,160.262558,
-3.897336,-0.650976,164.567947,
-3.897336,-0.650976,164.567947,
-2.955917,-0.043506,2209.113037,
-2.951325,-0.022558,4284.385742,
-2.960509,-0.025781,3756.458984,
-2.014499,0.639697,-136.921753,
-2.037460,0.655811,-135.523804,
-2.042052,0.652588,-136.262314,
-2.960509,-0.041894,2298.973145,
-2.960509,-0.041894,2298.973145,
-2.960509,-0.038672,2493.307373,
-2.960509,-0.041894,2298.973145,
-3.897336,-0.650976,164.567947,
-3.888151,-0.650976,164.102356,
-3.860598,-0.665479,158.440781,
-2.932956,-0.045117,2112.247803,
-2.942141,-0.030615,3138.327637,
-2.923771,-0.041894,2270.034668,
-2.909995,-0.041894,2259.183105,
-2.014499,0.657422,-134.119980,
-2.005314,0.639697,-136.447937,
-2.032868,0.654199,-135.544678,
-2.960509,-0.025781,3756.458984,
-2.942141,-0.045117,2118.965820,
-2.955917,-0.024170,4002.804443,
-3.878967,-0.649365,164.124664,
-3.851413,-0.663867,158.448853,
-3.860598,-0.649365,163.191162,
-2.914587,-0.038672,2454.119873,
-2.909995,-0.045117,2095.453369,
-2.909995,-0.041894,2259.183105,
-2.905402,-0.041894,2255.565674,
-1.977761,0.641308,-134.770233,
-2.005314,0.657422,-133.658936,
-1.996130,0.639697,-135.974136,
-2.937548,-0.030615,3133.377197,
-2.937548,-0.030615,3133.377197,
-2.942141,-0.029004,3314.502197,
-3.846821,0.062842,-2053.072266,
-3.851413,-0.668701,157.064896,
-3.828452,-0.663867,157.307465,
-3.833044,-0.644531,163.251831,
-2.914587,-0.030615,3108.627197,
-2.891625,-0.029004,3257.026855,
-2.882441,-0.037061,2533.625977,
-1.959391,0.641308,-133.824982,
-1.982353,0.655811,-132.750824,
-1.977761,0.638086,-135.284180,
-2.900810,-0.040283,2343.340576,
-2.909995,-0.029004,3277.927002,
-2.905402,-0.041894,2255.565674,
-2.923771,-0.029004,3293.601807,
-3.828452,-0.667090,156.388168,
-3.823859,-0.650976,160.843185,
-3.819267,-0.650976,160.610382,
-2.887033,-0.029004,3251.802002,
-2.887033,-0.041894,2241.096191,
-2.868664,-0.045117,2065.222656,
-1.950207,0.654199,-131.374939,
-1.950207,0.657422,-130.892746,
-1.959391,0.641308,-133.824982,
-2.882441,-0.043506,2153.380127,
-2.891625,-0.029004,3257.026855,
-2.896218,-0.035449,2663.108154,
-2.887033,-0.035449,2654.557861,
-3.805490,-0.670312,154.347214,
-3.800898,-0.654199,158.730026,
-3.782529,-0.667090,154.116425,
-2.859480,-0.045117,2058.505127,
-2.859480,-0.029004,3220.452393,
-2.868664,-0.025781,3638.896240,
-1.941023,0.654199,-130.911667,
-1.941023,0.655811,-130.671112,
-1.936430,0.641308,-132.643448,
-2.868664,-0.041894,2226.626709,
-2.873256,-0.041894,2230.244629,
-2.887033,-0.033838,2782.548584,
-2.882441,-0.032227,2918.614990,
-3.791713,-0.665479,155.024933,
-3.782529,-0.663867,155.024689,
-3.764160,-0.659033,155.484116,
-2.841110,-0.041894,2204.923340,
-2.850295,-0.025781,3615.384277,
-2.831926,-0.045117,2038.351440,
-2.841110,-0.024170,3846.054932,
-1.927245,0.654199,-130.216690,
-1.931838,0.654199,-130.448364,
-1.931838,0.638086,-132.909180,
-2.850295,-0.041894,2212.157959,
-2.868664,-0.033838,2764.634033,
-2.854887,-0.032227,2890.399902,
-3.796305,-0.650976,159.446411,
-3.768752,-0.663867,154.339859,
-3.750383,-0.663867,153.426758,
-2.845702,-0.029004,3204.776611,
-2.831926,-0.041894,2197.688721,
-2.841110,-0.027393,3389.690186,
-2.822741,-0.040283,2279.386475,
-1.890507,0.639697,-130.525391,
-1.895100,0.638086,-131.009186,
-1.908876,0.639697,-131.473022,
-2.836518,-0.043506,2118.546875,
-2.845702,-0.037061,2500.912354,
-2.841110,-0.041894,2204.923340,
-2.859480,-0.025781,3627.140869,
-3.768752,-0.655811,156.641342,
-3.741198,-0.663867,152.970215,
-3.732013,-0.665479,152.064499,
-2.813557,-0.043506,2101.130127,
-2.827333,-0.029004,3183.877197,
-2.822741,-0.025781,3580.114990,
-1.885915,0.639697,-130.288513,
-1.904284,0.657422,-128.587601,
-1.899692,0.655811,-128.591370,
-2.841110,-0.025781,3603.627930,
-2.822741,-0.043506,2108.096436,
-2.841110,-0.027393,3389.690186,
-2.845702,-0.033838,2742.241211,
-3.759567,-0.650976,157.584030,
-3.750383,-0.652588,156.648972,
-3.732013,-0.649365,156.656677,
-2.795187,-0.048340,1875.179321,
-2.790595,-0.043506,2083.713623,
-2.786003,-0.041894,2161.515381,
-1.872138,0.655811,-127.204895,
-1.858361,0.638086,-129.109146,
-1.890507,0.657422,-127.896057,
-2.827333,-0.029004,3183.877197,
